DATE,MNCASS1URN,EQFXSUBPRIME038017,MNCASS1POP,NDCASS7URN,B080ACS027021,2020RATIO027021,B01002001E027021,B03002003E027021,B03002006E027021,B03002012E027021,B03002005E027021,EQFXSUBPRIME027021,ATNHPIUS27021A,CDC20N2U027021,ENU2702120510,BPPRIV027021,PUAAMN27021A647NCEN,PI27021,PCPI27021,HC01ESTVC1727021,HOWNRATEACS027021,S1101SPHOUSE027021,DMPCRATE027021,FBITC027021,RACEDISPARITY027021,B03002004E027021,CBR27021MNA647NCEN,NETMIGNACS038017,PUAAND38017A647NCEN,USPTOISSUED038017,2020RATIO038017,PUA0T17ND38017A647NCEN,MHICILBND38017A052NCEN,B01002001E038017,B03002012E038017,MHIND38017A052NCEN,CDC20N2U038017,S1701ACS038017,PI38017,PEAAND38017A647NCEN,S1101SPHOUSE038017,NDCASS7POP,DMPCRATE038017,PCPI38017,RACEDISPARITY038017,FBITC038017,HOWNRATEACS038017,NDCASS7LFN,ENU3801720510,ATNHPIUS38017A,B080ACS038017,BPPRIV038017,B14005DCYACS038017,B03002004E038017,CBR38017NDA647NCEN,HC01ESTVC1738017,S1501ACSTOTAL038017,HC01ESTVC1638017,B14005DCYACS027021,DP04ACS027021,MNCASS1LFN,USPTOISSUED027021,CDC20N2UAA027021,MHIMN27021A052NCEN,S1701ACS027021,HC01ESTVC1627021,MHICILBMN27021A052NCEN,MHICIUBMN27021A052NCEN,PUA0T17MN27021A647NCEN,PUA5T17RMN27021A647NCEN,NETMIGNACS027021,PEAAMN27021A647NCEN,PPAAMN27021A156NCEN,PECILBAAMN27021A647NCEN,PECIUBAAMN27021A647NCEN,PPCILBAAMN27021A156NCEN,PPCIUBAAMN27021A156NCEN,S1501ACSTOTAL027021,PE5T17MN27021A647NCEN,PP5T17MN27021A156NCEN,PECILB5T17MN27021A647NCEN,PECIUB5T17MN27021A647NCEN,PPCILB5T17MN27021A156NCEN,PEU18MN27021A647NCEN,PPU18MN27021A156NCEN,PECILBU18MN27021A647NCEN,PECIUBU18MN27021A647NCEN,PPCILBU18MN27021A156NCEN,PPCIUB5T17MN27021A156NCEN,PPCIUBU18MN27021A156NCEN,PUA5T17RND38017A647NCEN,MHICIUBND38017A052NCEN,DP04ACS038017,PPAAND38017A156NCEN,PECILBAAND38017A647NCEN,PECIUBAAND38017A647NCEN,PPCILBAAND38017A156NCEN,CDC20N2UAA038017,PPCIUBAAND38017A156NCEN,MWACL38017,PE5T17ND38017A647NCEN,PP5T17ND38017A156NCEN,PECILB5T17ND38017A647NCEN,PECIUB5T17ND38017A647NCEN,PPCILB5T17ND38017A156NCEN,PPCIUB5T17ND38017A156NCEN,PPU18ND38017A156NCEN,PECILBU18ND38017A647NCEN,PECIUBU18ND38017A647NCEN,PPCILBU18ND38017A156NCEN,PPCIUBU18ND38017A156NCEN,B03002005E038017,B03002003E038017,B03002006E038017,PEU18ND38017A647NCEN,county
2015-07-01,5.4,20.419628525567532,,2.1,,,,,,,,22.37298832439255,,,731.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,97009,6767.0,,,,,,,,,,,,14869,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-08-01,5.2,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,96500,,,,,,,,,,,,,14674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-09-01,4.6,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,96120,,,,,,,,,,,,,14185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-10-01,4.6,20.971476983902853,,1.6,,,,,,,,22.215288611544466,,,733.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,96876,6772.0,,,,,,,,,,,,13887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-11-01,6.3,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,96436,,,,,,,,,,,,,13631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2015-12-01,8.4,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,97416,,,,,,,,,,,,,13792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-01-01,9.1,20.396888036982745,29.0,3.0,23.334389713871783,11.479299739768155,48.4,23956.0,166.0,521.0,3099.0,21.085271317829452,132.51,632.7,716.0,161.0,28679.0,1246041.0,42977.0,20.9,80.61368778280543,36.50741350906095,,455.0,25.264009658733315,93.0,,,169634.0,3.0,13.187866108786613,38264.0,55951.0,32.0,4018.0,59711.0,291.0,11.8,9404240.0,18151.0,30.949656750572075,174.625,,53662.0,32.515386573147595,188.0,59.41319689048732,98008,6810.0,182.91,16.25294639188634,1015.0,3.023961494192738,6275.0,,37.4,52.1,94.5,7.759372275501307,28.554129329135385,13657,,407.4,49585.0,15.9,91.3,47179.0,51991.0,6028.0,4288.0,,4445.0,15.5,3896.0,4994.0,13.6,17.4,31.7,1059.0,24.7,861.0,1257.0,20.1,1540.0,25.5,1264.0,1816.0,20.9,29.3,30.1,25509.0,63471.0,27.07115183919713,10.7,16147.0,20155.0,9.5,292.9,11.9,28.49,2229.0,8.7,1698.0,2760.0,6.6,10.8,11.3,3610.0,5024.0,9.5,13.1,1673.0,146666.0,4525.0,4317.0,CASS
2016-02-01,9.2,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,99250,,,,,,,,,,,,,13667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-03-01,9.6,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,99495,,,,,,,,,,,,,13710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-04-01,7.0,19.640053823727293,,2.3,,,,,,,,21.17243529778609,,,733.0,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,99993,6871.0,,,,,,,,,,,,13792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-05-01,5.1,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,100838,,,,,,,,,,,,,14211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-06-01,5.6,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,101180,,,,,,,,,,,,,15038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-07-01,5.5,19.9956041540744,,2.0,,,,,,,,20.775193798449614,,,740.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,102366,6959.0,,,,,,,,,,,,15131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-08-01,5.5,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,101902,,,,,,,,,,,,,14980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-09-01,5.1,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,101013,,,,,,,,,,,,,14604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-10-01,5.2,20.298215063125816,,1.5,,,,,,,,21.2707182320442,,,743.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,101342,7033.0,,,,,,,,,,,,14059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-11-01,6.8,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,101069,,,,,,,,,,,,,13810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2016-12-01,8.4,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,101305,,,,,,,,,,,,,13828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-01-01,10.0,19.77428851815505,29.355,2.8,,,,,,,,20.860414732281026,135.58,,738.0,209.0,,,,,,,,377.0,,,,,,5.0,,,,,,,,,,,,177.787,,,,155.0,,101611,6978.0,187.38,,1682.0,,,,,,,,,13993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-02-01,9.4,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,102470,,,,,,,,,,,,,13848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-03-01,8.7,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,101836,,,,,,,,,,,,,13756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-04-01,6.0,19.390791538170213,,2.0,,,,,,,,20.65988282454517,,,765.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,102134,7046.0,,,,,,,,,,,,13840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-05-01,4.4,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,102820,,,,,,,,,,,,,14305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-06-01,4.3,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,103188,,,,,,,,,,,,,15111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-07-01,4.2,19.568894952251018,,1.8,,,,,,,,20.38295243977764,,,776.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,103832,7074.0,,,,,,,,,,,,15207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-08-01,4.3,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,103555,,,,,,,,,,,,,15106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-09-01,3.5,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101995,,,,,,,,,,,,,14678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-10-01,3.3,19.80563548509691,,1.5,,,,,,,,20.25434243176179,,,783.0,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,101852,7102.0,,,,,,,,,,,,14633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-11-01,5.9,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101687,,,,,,,,,,,,,15010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2017-12-01,6.9,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,101383,,,,,,,,,,,,,15162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2018-01-01,8.4,19.48251288235939,,2.9,,,,,,,,18.769519050593377,,,796.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,102561,7101.0,,,,,,,,,,,,15303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2018-02-01,7.4,,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103710,,,,,,,,,,,,,15149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2018-03-01,7.2,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103150,,,,,,,,,,,,,15076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2018-04-01,5.5,18.87508247195953,,2.5,,,,,,,,17.548746518105848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102488,,,,,,,,,,,,,15409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2018-05-01,3.5,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102369,,,,,,,,,,,,,15969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2018-06-01,3.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102493,,,,,,,,,,,,,16647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2018-07-01,3.3,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102117,,,,,,,,,,,,,16766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
2018-08-01,3.1,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101627,,,,,,,,,,,,,16381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CASS
